Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_x,EE_y,EE_z,Kp_x,Kp_y,Kp_z,Kp_rx,Kp_ry,Kp_rz,Kd_x,Kd_y,Kd_z,Kd_rx,Kd_ry,Kd_rz
249,0.056778,0.061965,0.015914,-0.020583,0.018583,-0.002105,0.426574,-0.003423,0.726476,5.0000,122.2785,5.0000,139.0080,114.4854,201.2966,1.0000,21.8617,7.2993,33.9248,36.9323,25.6068
250,0.051958,0.065005,0.016971,-0.021364,0.016915,-0.001049,0.427351,-0.003540,0.726101,5.0000,118.9147,5.0000,144.8483,118.3000,210.8810,1.0000,21.8973,8.1059,33.0615,34.9377,25.4561
251,0.055989,0.070470,0.024759,-0.022507,0.018876,-0.002980,0.428120,-0.003653,0.725730,5.0000,115.4035,5.0000,150.0458,122.8403,219.0693,1.0000,21.9450,8.8092,32.1669,33.1674,25.3893
252,0.050505,0.075612,0.024368,-0.025236,0.016756,-0.000764,0.428881,-0.003761,0.725363,5.0000,111.9214,5.0000,154.7404,128.0972,226.0255,1.0000,22.0367,9.4313,31.2589,31.6118,25.3935
253,0.050165,0.070144,0.024879,-0.022397,0.016921,-0.001829,0.429634,-0.003865,0.724999,5.0000,108.5959,5.0000,159.0327,134.0142,231.8609,1.0000,22.1779,9.9853,30.3560,30.2465,25.4363
254,0.051618,0.067596,0.029975,-0.022234,0.017402,-0.000089,0.430381,-0.003963,0.724638,5.0000,105.5155,5.0000,162.9261,140.4969,236.6309,1.0000,22.3561,10.4786,29.4789,29.0513,25.4873
255,0.046431,0.066421,0.028577,-0.021875,0.015499,-0.001832,0.431122,-0.004057,0.724278,5.0000,102.7189,5.0000,166.3994,147.4307,240.4001,1.0000,22.5428,10.9069,28.6407,27.9950,25.5283
256,0.056965,0.061015,0.041385,-0.019897,0.019582,-0.000823,0.431859,-0.004145,0.723920,5.0000,100.2037,5.0000,169.4586,154.7135,243.2849,1.0000,22.7104,11.2638,27.8538,27.0513,25.5544
257,0.053990,0.054117,0.040725,-0.017507,0.018446,-0.000694,0.432591,-0.004229,0.723561,5.0000,97.9654,5.0000,172.1074,162.2541,245.4444,1.0000,22.8422,11.5448,27.1224,26.1909,25.5793
258,0.056776,0.048740,0.045276,-0.016427,0.019401,0.000653,0.433322,-0.004308,0.723200,5.0000,96.0172,5.0000,174.3887,169.9752,247.0697,1.0000,22.9356,11.7498,26.4468,25.3903,25.6226
259,0.057913,0.039465,0.047253,-0.012459,0.020006,-0.000562,0.434050,-0.004383,0.722837,5.0000,94.3758,5.0000,176.3709,177.8132,248.3376,1.0000,22.9951,11.8814,25.8234,24.6299,25.6993
260,0.053168,0.034834,0.043895,-0.011423,0.018129,0.000293,0.434777,-0.004454,0.722470,5.0000,93.0401,5.0000,178.1095,185.7037,249.3794,1.0000,23.0297,11.9466,25.2499,23.9028,25.8120
261,0.055374,0.028512,0.045252,-0.009039,0.019083,0.000683,0.435503,-0.004521,0.722100,5.0000,91.9945,5.0000,179.6706,193.5856,250.2883,1.0000,23.0447,11.9507,24.7202,23.2012,25.9512
262,0.051778,0.028663,0.042181,-0.008816,0.017904,-0.002611,0.436228,-0.004585,0.721725,5.0000,91.2150,5.0000,181.0849,201.4074,251.1180,1.0000,23.0431,11.8994,24.2280,22.5213,26.1051
263,0.047260,0.021228,0.036097,-0.007027,0.016019,0.001975,0.436954,-0.004646,0.721345,5.0000,90.6497,5.0000,182.4012,209.1355,251.9163,1.0000,23.0235,11.7989,23.7698,21.8650,26.2581
264,0.047223,0.019021,0.035265,-0.006223,0.016122,0.000724,0.437678,-0.004704,0.720962,5.0000,90.2931,5.0000,183.6002,216.7267,252.7116,1.0000,22.9889,11.6514,23.3348,21.2187,26.4102
265,0.038845,0.019467,0.025461,-0.006368,0.013052,0.000681,0.438401,-0.004759,0.720576,5.0000,90.1222,5.0000,184.6876,224.1563,253.5293,1.0000,22.9393,11.4607,22.9180,20.5803,26.5613
266,0.037449,0.017306,0.023077,-0.005439,0.012624,0.000088,0.439124,-0.004811,0.720186,5.0000,90.1060,5.0000,185.6876,231.4021,254.3996,1.0000,22.8765,11.2311,22.5177,19.9486,26.7106
267,0.035392,0.015929,0.020066,-0.004640,0.011958,-0.001680,0.439844,-0.004859,0.719795,5.0000,90.2318,5.0000,186.6189,238.4482,255.3429,1.0000,22.8018,10.9677,22.1338,19.3251,26.8606
268,0.033750,0.016117,0.017497,-0.005722,0.011181,0.002047,0.440564,-0.004905,0.719401,5.0000,90.4827,5.0000,187.4970,245.2789,256.3666,1.0000,22.7167,10.6760,21.7677,18.7142,27.0118
269,0.029677,0.015605,0.012737,-0.004767,0.009811,0.000185,0.441280,-0.004948,0.719006,5.0000,90.8531,5.0000,188.3212,251.8763,257.4671,1.0000,22.6222,10.3591,21.4156,18.1090,27.1657
270,0.031125,0.015373,0.013116,-0.004487,0.010456,-0.000847,0.441996,-0.004988,0.718609,5.0000,91.3207,5.0000,189.0927,258.2300,258.6387,1.0000,22.5202,10.0230,21.0783,17.5128,27.3197
271,0.028946,0.016018,0.011138,-0.005057,0.009572,0.000012,0.442708,-0.005024,0.718212,5.0000,91.8674,5.0000,189.8190,264.3340,259.8701,1.0000,22.4114,9.6731,20.7565,16.9291,27.4708
272,0.026636,0.016221,0.008817,-0.004701,0.008784,-0.000656,0.443419,-0.005058,0.717814,5.0000,92.4858,5.0000,190.5062,270.1835,261.1489,1.0000,22.2964,9.3129,20.4494,16.3584,27.6181
273,0.026258,0.018624,0.008418,-0.005116,0.008787,-0.003489,0.444127,-0.005087,0.717415,5.0000,93.1589,5.0000,191.1517,275.7713,262.4613,1.0000,22.1767,8.9463,20.1571,15.8027,27.7603
274,0.026203,0.016217,0.008446,-0.004961,0.008591,-0.000598,0.444833,-0.005114,0.717015,5.0000,93.8669,5.0000,191.7698,280.6171,263.7982,1.0000,22.0519,8.5773,19.8815,15.2674,27.8951
275,0.025970,0.017075,0.008555,-0.005999,0.008370,0.002408,0.445537,-0.005137,0.716614,5.0000,94.6223,5.0000,192.3391,284.4937,265.1353,1.0000,21.9246,8.2078,19.6206,14.7496,28.0266
276,0.025106,0.018129,0.007961,-0.005690,0.008214,0.000354,0.446239,-0.005156,0.716212,5.0000,95.4257,5.0000,192.8388,287.5949,266.4459,1.0000,21.7971,7.8399,19.3742,14.2475,28.1565
277,0.022536,0.019706,0.005354,-0.006399,0.007281,-0.000417,0.446939,-0.005173,0.715808,5.0000,96.2535,5.0000,193.2738,290.0760,267.7116,1.0000,21.6730,7.4787,19.1492,13.7705,28.2821
278,0.020798,0.017171,0.003164,-0.005659,0.006603,0.000800,0.447637,-0.005186,0.715404,5.0000,97.0842,5.0000,193.6634,292.0608,268.9202,1.0000,21.5544,7.1278,18.9511,13.3257,28.3999
279,0.017597,0.014811,-0.001299,-0.004125,0.005539,-0.000314,0.448333,-0.005196,0.714998,5.0000,97.9159,5.0000,194.0037,293.6486,270.0546,1.0000,21.4431,6.7897,18.7809,12.9156,28.5104
280,0.015887,0.017328,-0.002828,-0.005340,0.004883,-0.000617,0.449026,-0.005202,0.714593,5.0000,98.7326,5.0000,194.2855,294.9189,271.1001,1.0000,21.3399,6.4667,18.6387,12.5434,28.6133
281,0.015920,0.015201,-0.003597,-0.005073,0.004810,0.001747,0.449717,-0.005205,0.714187,5.0000,99.5190,5.0000,194.5238,295.9351,272.0555,1.0000,21.2419,6.1600,18.5217,12.2084,28.7065
282,0.014701,0.017099,-0.004403,-0.005287,0.004486,-0.000756,0.450404,-0.005205,0.713781,5.0000,100.2886,5.0000,194.7130,296.7481,272.9207,1.0000,21.1482,5.8701,18.4241,11.9055,28.7932
283,0.014058,0.013551,-0.005647,-0.004030,0.004214,0.000272,0.451090,-0.005201,0.713376,5.0000,101.0328,5.0000,194.8713,297.3985,273.7093,1.0000,21.0580,5.5989,18.3438,11.6358,28.8727
284,0.016974,0.013990,-0.002517,-0.003950,0.005411,-0.001923,0.451772,-0.005195,0.712971,5.0000,101.7599,5.0000,194.9937,297.9188,274.4276,1.0000,20.9725,5.3471,18.2767,11.3955,28.9476
285,0.016572,0.013960,-0.002685,-0.004668,0.005128,0.000328,0.452452,-0.005185,0.712565,5.0000,102.4652,5.0000,195.0929,298.3350,275.0864,1.0000,20.8909,5.1150,18.2210,11.1839,29.0179
286,0.014803,0.013771,-0.004001,-0.003824,0.004639,-0.002919,0.453128,-0.005173,0.712161,5.0000,103.1563,5.0000,195.1704,298.6680,275.6945,1.0000,20.8132,4.9015,18.1721,10.9941,29.0848
287,0.014465,0.013355,-0.004197,-0.003971,0.004467,-0.001595,0.453803,-0.005159,0.711757,5.0000,103.8270,5.0000,195.2366,298.9344,276.2634,1.0000,20.7396,4.7066,18.1306,10.8268,29.1473
288,0.013591,0.010606,-0.005557,-0.003086,0.004122,-0.000841,0.454474,-0.005141,0.711352,5.0000,104.4844,5.0000,195.2926,299.1475,276.7971,1.0000,20.6699,4.5287,18.0948,10.6782,29.2063
289,0.012450,0.009369,-0.006853,-0.001707,0.003911,-0.005071,0.455142,-0.005122,0.710948,5.0000,105.1386,5.0000,195.3282,299.3180,277.2942,1.0000,20.6041,4.3658,18.0624,10.5440,29.2639
290,0.014434,0.007979,-0.004327,-0.002455,0.004398,0.000341,0.455808,-0.005100,0.710545,5.0000,105.7792,5.0000,195.3535,299.4544,277.7572,1.0000,20.5414,4.2169,18.0361,10.4277,29.3184
291,0.014317,0.007349,-0.004438,-0.001902,0.004450,-0.000955,0.456471,-0.005076,0.710142,5.0000,106.4182,5.0000,195.3563,299.5635,278.1823,1.0000,20.4809,4.0786,18.0109,10.3198,29.3722
292,0.015810,0.006765,-0.002346,-0.001690,0.005033,-0.001079,0.457131,-0.005051,0.709739,5.0000,107.0565,5.0000,195.3413,299.6508,278.5741,1.0000,20.4219,3.9497,17.9871,10.2198,29.4254
293,0.013766,0.006191,-0.004381,-0.002005,0.004174,0.000989,0.457789,-0.005024,0.709337,5.0000,107.6949,5.0000,195.3205,299.7207,278.9385,1.0000,20.3643,3.8293,17.9659,10.1285,29.4777
294,0.012580,0.005452,-0.005435,-0.000900,0.003935,-0.003642,0.458444,-0.004995,0.708935,5.0000,108.3366,5.0000,195.2963,299.7765,279.2803,1.0000,20.3085,3.7158,17.9465,10.0429,29.5295
295,0.011925,0.005288,-0.005640,-0.001112,0.003633,-0.002316,0.459096,-0.004964,0.708533,5.0000,108.9746,5.0000,195.2874,299.8212,279.6068,1.0000,20.2539,3.6095,17.9329,9.9692,29.5788
296,0.014066,0.006502,-0.003046,-0.001303,0.004539,-0.003905,0.459746,-0.004932,0.708132,5.0000,109.6022,5.0000,195.2897,299.8570,279.9190,1.0000,20.2002,3.5091,17.9241,9.9051,29.6253
297,0.013488,0.003636,-0.003443,-0.000876,0.004183,-0.000379,0.460393,-0.004898,0.707732,5.0000,110.2146,5.0000,195.3042,299.8856,280.2215,1.0000,20.1459,3.4143,17.9195,9.8505,29.6685
298,0.012131,0.005393,-0.004214,-0.001233,0.003777,-0.002371,0.461038,-0.004864,0.707331,5.0000,110.8308,5.0000,195.3079,299.9085,280.5117,1.0000,20.0919,3.3238,17.9142,9.7993,29.7124
299,0.011574,0.003033,-0.004881,-0.000883,0.003457,0.000743,0.461680,-0.004828,0.706931,5.0000,111.4450,5.0000,195.3068,299.9268,280.7955,1.0000,20.0380,3.2375,17.9084,9.7521,29.7560
300,0.012493,0.004457,-0.003661,-0.001093,0.003926,-0.001847,0.462320,-0.004792,0.706531,5.0000,112.0686,5.0000,195.2895,299.9414,281.0703,1.0000,19.9853,3.1545,17.9001,9.7054,29.8012
301,0.011994,0.002271,-0.004095,-0.000202,0.003754,-0.001604,0.462957,-0.004754,0.706131,5.0000,112.6949,5.0000,195.2745,299.9531,281.3403,1.0000,19.9330,3.0748,17.8920,9.6630,29.8460
302,0.012241,0.002710,-0.003066,-0.000746,0.003779,-0.000421,0.463592,-0.004715,0.705732,5.0000,113.3246,5.0000,195.2635,299.9625,281.6034,1.0000,19.8816,2.9979,17.8856,9.6259,29.8903
303,0.011349,0.000263,-0.004144,-0.000555,0.003307,0.002259,0.464225,-0.004676,0.705333,5.0000,113.9559,5.0000,195.2552,299.9700,281.8576,1.0000,19.8304,2.9228,17.8801,9.5925,29.9342
304,0.011376,0.002447,-0.002901,-0.000540,0.003500,-0.001251,0.464855,-0.004636,0.704935,5.0000,114.6015,5.0000,195.2341,299.9760,282.0984,1.0000,19.7797,2.8482,17.8731,9.5585,29.9797
305,0.011928,0.002164,-0.002540,-0.000359,0.003759,-0.001791,0.465483,-0.004595,0.704537,5.0000,115.2434,5.0000,195.2182,299.9808,282.3326,1.0000,19.7283,2.7752,17.8683,9.5293,30.0238
306,0.012124,0.001334,-0.002085,-0.000440,0.003781,-0.000131,0.466110,-0.004553,0.704139,5.0000,115.8768,5.0000,195.2153,299.9846,282.5644,1.0000,19.6762,2.7038,17.8672,9.5066,30.0655
307,0.009736,0.000868,-0.004014,0.000233,0.002984,-0.002467,0.466733,-0.004511,0.703741,5.0000,116.5107,5.0000,195.2193,299.9877,282.7934,1.0000,19.6234,2.6337,17.8678,9.4881,30.1066
308,0.011380,0.000395,-0.002642,-0.000116,0.003508,0.000626,0.467355,-0.004469,0.703343,5.0000,117.1385,5.0000,195.2277,299.9902,283.0218,1.0000,19.5702,2.5651,17.8707,9.4747,30.1465
309,0.010419,0.000645,-0.003345,0.000112,0.003245,-0.001747,0.467975,-0.004426,0.702945,5.0000,117.7654,5.0000,195.2241,299.9921,283.2461,1.0000,19.5167,2.4974,17.8723,9.4617,30.1870
310,0.010145,-0.001121,-0.003382,0.000187,0.003020,0.001481,0.468593,-0.004383,0.702548,5.0000,118.3912,5.0000,195.2181,299.9937,283.4701,1.0000,19.4627,2.4309,17.8737,9.4511,30.2272
311,0.010420,-0.001460,-0.003166,0.000456,0.003187,-0.000226,0.469208,-0.004339,0.702151,5.0000,119.0290,5.0000,195.2027,299.9950,283.6901,1.0000,19.4091,2.3650,17.8729,9.4399,30.2691
312,0.010056,-0.000176,-0.002722,0.000283,0.003119,-0.001908,0.469821,-0.004295,0.701754,5.0000,119.6759,5.0000,195.1853,299.9960,283.9065,1.0000,19.3557,2.2997,17.8716,9.4302,30.3116
313,0.010040,-0.001898,-0.002830,0.000632,0.003045,0.000373,0.470432,-0.004251,0.701358,5.0000,120.3178,5.0000,195.1802,299.9968,284.1235,1.0000,19.3019,2.2354,17.8725,9.4247,30.3523
314,0.010128,0.001390,-0.001973,0.000254,0.003295,-0.004612,0.471042,-0.004208,0.700961,5.0000,120.9581,5.0000,195.1743,299.9974,284.3380,1.0000,19.2484,2.1716,17.8739,9.4204,30.3925
315,0.010268,-0.003404,-0.002072,0.000854,0.003085,0.001517,0.471649,-0.004163,0.700565,5.0000,121.5814,5.0000,195.1905,299.9980,284.5589,1.0000,19.1933,2.1094,17.8796,9.4230,30.4290
316,0.010263,-0.002324,-0.001754,0.000436,0.003110,0.001356,0.472255,-0.004119,0.700169,5.0000,122.2139,5.0000,195.1937,299.9984,284.7758,1.0000,19.1386,2.0474,17.8834,9.4241,30.4676
317,0.009184,-0.000308,-0.002545,0.000727,0.002943,-0.003293,0.472859,-0.004075,0.699773,5.0000,122.8573,5.0000,195.1790,299.9987,284.9881,1.0000,19.0841,1.9852,17.8839,9.4223,30.5083
318,0.010439,-0.002807,-0.001261,0.000259,0.003128,0.002988,0.473460,-0.004031,0.699378,5.0000,123.4907,5.0000,195.1736,299.9990,285.2052,1.0000,19.0291,1.9243,17.8865,9.4246,30.5470
319,0.009012,-0.003028,-0.002358,0.001082,0.002737,-0.000168,0.474060,-0.003987,0.698982,5.0000,124.1339,5.0000,195.1602,299.9992,285.4200,1.0000,18.9747,1.8633,17.8866,9.4239,30.5871
320,0.009982,-0.002701,-0.001455,0.000632,0.003062,0.000825,0.474658,-0.003943,0.698587,5.0000,124.7810,5.0000,195.1438,299.9993,285.6336,1.0000,18.9210,1.8027,17.8868,9.4239,30.6274
321,0.008879,-0.004320,-0.002457,0.001050,0.002601,0.002144,0.475255,-0.003900,0.698191,5.0000,125.4311,5.0000,195.1298,299.9995,285.8448,1.0000,18.8675,1.7421,17.8877,9.4250,30.6673
322,0.010488,-0.001956,-0.000865,0.000247,0.003266,0.000831,0.475849,-0.003856,0.697796,5.0000,126.0875,5.0000,195.1112,299.9996,286.0506,1.0000,18.8144,1.6813,17.8885,9.4259,30.7078
323,0.006977,-0.001341,-0.004103,0.001503,0.002231,-0.005254,0.476442,-0.003814,0.697401,5.0000,126.7401,5.0000,195.0998,299.9997,286.2554,1.0000,18.7605,1.6203,17.8906,9.4284,30.7467
324,0.008699,-0.003194,-0.002344,0.000629,0.002574,0.001739,0.477033,-0.003771,0.697006,5.0000,127.3645,5.0000,195.1157,299.9997,286.4699,1.0000,18.7054,1.5614,17.8997,9.4401,30.7804
325,0.008456,-0.001025,-0.001967,-0.000251,0.002472,0.001029,0.477622,-0.003728,0.696611,5.0000,127.9889,5.0000,195.1315,299.9998,286.6850,1.0000,18.6499,1.5025,17.9084,9.4515,30.8143
326,0.009808,-0.003630,-0.000888,0.001444,0.003109,-0.000967,0.478210,-0.003686,0.696217,5.0000,128.6126,5.0000,195.1382,299.9998,286.9028,1.0000,18.5935,1.4437,17.9140,9.4598,30.8489
327,0.009372,-0.001133,-0.000938,0.000024,0.002891,-0.000046,0.478796,-0.003644,0.695822,5.0000,129.2391,5.0000,195.1348,299.9998,287.1231,1.0000,18.5377,1.3863,17.9184,9.4686,30.8847
328,0.008823,-0.004915,-0.001852,0.001302,0.002634,0.001519,0.479380,-0.003603,0.695427,5.0000,129.8635,5.0000,195.1336,299.9999,287.3488,1.0000,18.4821,1.3297,17.9215,9.4772,30.9205
329,0.008694,-0.004876,-0.001987,0.002319,0.002795,-0.002757,0.479962,-0.003562,0.695033,5.0000,130.4963,5.0000,195.1194,299.9999,287.5726,1.0000,18.4283,1.2737,17.9223,9.4835,30.9580
330,0.009233,-0.002586,-0.001073,-0.000076,0.002726,0.003224,0.480543,-0.003521,0.694639,5.0000,131.1237,5.0000,195.1080,299.9999,287.7946,1.0000,18.3754,1.2190,17.9254,9.4941,30.9943
331,0.008637,-0.002905,-0.001360,0.000599,0.002603,0.000597,0.481122,-0.003481,0.694245,5.0000,131.7502,5.0000,195.0942,299.9999,288.0112,1.0000,18.3222,1.1632,17.9266,9.5010,31.0305
332,0.008049,-0.004303,-0.002388,0.001660,0.002487,-0.001011,0.481699,-0.003441,0.693851,5.0000,132.3785,5.0000,195.0845,299.9999,288.2265,1.0000,18.2687,1.1074,17.9280,9.5076,31.0660
333,0.008013,-0.002725,-0.001991,0.001165,0.002494,-0.001152,0.482276,-0.003401,0.693457,5.0000,133.0037,5.0000,195.0817,299.9999,288.4409,1.0000,18.2155,1.0524,17.9323,9.5177,31.1004
334,0.007543,-0.002539,-0.002196,0.000601,0.002236,-0.000949,0.482850,-0.003362,0.693063,5.0000,133.6149,5.0000,195.0887,300.0000,288.6565,1.0000,18.1618,1.0000,17.9395,9.5312,31.1327
335,0.010128,-0.004452,-0.000250,0.001994,0.003305,-0.001340,0.483422,-0.003324,0.692670,5.0000,134.2178,5.0000,195.1019,300.0000,288.8741,1.0000,18.1074,1.0000,17.9476,9.5459,31.1639
336,0.007901,-0.005907,-0.002409,0.001567,0.002275,0.002253,0.483992,-0.003286,0.692276,5.0000,134.8121,5.0000,195.1042,300.0000,289.0867,1.0000,18.0525,1.0000,17.9561,9.5616,31.1953
337,0.008166,-0.002999,-0.002331,0.001194,0.002550,-0.002143,0.484562,-0.003248,0.691883,5.0000,135.4124,5.0000,195.0792,300.0000,289.2871,1.0000,17.9984,1.0000,17.9609,9.5725,31.2298
338,0.009607,-0.002650,-0.000826,0.001153,0.003094,-0.002092,0.485129,-0.003211,0.691490,5.0000,136.0045,5.0000,195.0558,300.0000,289.4839,1.0000,17.9436,1.0000,17.9665,9.5841,31.2634
339,0.010280,-0.004868,-0.000309,0.001180,0.003170,0.002062,0.485694,-0.003174,0.691097,5.0000,136.5847,5.0000,195.0457,300.0000,289.6810,1.0000,17.8887,1.0000,17.9746,9.5979,31.2952
340,0.008582,-0.003749,-0.001954,0.000748,0.002549,0.000762,0.486258,-0.003138,0.690704,5.0000,137.1720,5.0000,195.0276,300.0000,289.8723,1.0000,17.8353,1.0000,17.9808,9.6081,31.3288
341,0.009126,-0.005045,-0.001931,0.001532,0.002815,0.000400,0.486821,-0.003103,0.690311,5.0000,137.7638,5.0000,195.0042,300.0000,290.0605,1.0000,17.7833,1.0000,17.9853,9.6153,31.3632
342,0.008796,-0.002468,-0.001813,0.001120,0.002791,-0.002056,0.487381,-0.003068,0.689919,5.0000,138.3623,5.0000,194.9794,300.0000,290.2446,1.0000,17.7330,1.0000,17.9899,9.6227,31.3982
343,0.009144,-0.003609,-0.001619,0.001195,0.002839,-0.000037,0.487940,-0.003033,0.689527,5.0000,138.9452,5.0000,194.9705,300.0000,290.4303,1.0000,17.6829,1.0000,17.9980,9.6341,31.4299
344,0.008669,-0.006390,-0.002617,0.001118,0.002445,0.005131,0.488497,-0.002999,0.689135,5.0000,139.5192,5.0000,194.9664,300.0000,290.6145,1.0000,17.6329,1.0000,18.0073,9.6469,31.4600
345,0.008611,-0.003027,-0.002258,0.001658,0.002770,-0.002678,0.489053,-0.002965,0.688743,5.0000,140.1104,5.0000,194.9353,300.0000,290.7872,1.0000,17.5844,1.0000,18.0113,9.6531,31.4938
346,0.009569,-0.004498,-0.001199,0.001067,0.002894,0.002070,0.489606,-0.002932,0.688352,5.0000,140.6885,5.0000,194.9117,300.0000,290.9606,1.0000,17.5352,1.0000,18.0180,9.6636,31.5250
347,0.009846,-0.002868,-0.000863,0.000732,0.003061,0.000174,0.490158,-0.002900,0.687961,5.0000,141.2644,5.0000,194.8893,300.0000,291.1316,1.0000,17.4862,1.0000,18.0245,9.6738,31.5560
348,0.008303,-0.002831,-0.002640,0.001428,0.002636,-0.003004,0.490708,-0.002868,0.687570,5.0000,141.8322,5.0000,194.8739,300.0000,291.3050,1.0000,17.4367,1.0000,18.0315,9.6844,31.5858
349,0.008221,-0.005155,-0.003272,0.001415,0.002437,0.001557,0.491257,-0.002837,0.687179,5.0000,142.3858,5.0000,194.8764,300.0000,291.4860,1.0000,17.3869,1.0000,18.0423,9.7002,31.6130
350,0.008446,-0.001375,-0.002299,0.001536,0.002795,-0.006212,0.491803,-0.002806,0.686788,5.0000,142.9431,5.0000,194.8702,300.0000,291.6652,1.0000,17.3381,1.0000,18.0515,9.7145,31.6418
351,0.008764,-0.005159,-0.002902,0.001371,0.002609,0.002403,0.492348,-0.002775,0.686398,5.0000,143.4735,5.0000,194.8804,300.0000,291.8530,1.0000,17.2883,1.0000,18.0649,9.7351,31.6666
352,0.008990,-0.001661,-0.002226,0.000280,0.002758,-0.000401,0.492892,-0.002746,0.686008,5.0000,144.0046,5.0000,194.8660,300.0000,292.0367,1.0000,17.2396,1.0000,18.0731,9.7497,31.6940
353,0.009889,-0.001228,-0.001176,0.000343,0.003123,-0.001304,0.493433,-0.002716,0.685618,5.0000,144.5336,5.0000,194.8412,300.0000,292.2226,1.0000,17.1912,1.0000,18.0772,9.7594,31.7220
354,0.009721,-0.004266,-0.001531,0.001130,0.002970,0.001381,0.493972,-0.002687,0.685229,5.0000,145.0579,5.0000,194.8202,300.0000,292.4146,1.0000,17.1434,1.0000,18.0801,9.7674,31.7495
355,0.010328,-0.001757,-0.001003,0.000591,0.003304,-0.001356,0.494510,-0.002659,0.684840,5.0000,145.5935,5.0000,194.7910,300.0000,292.6047,1.0000,17.0980,1.0000,18.0809,9.7723,31.7792
356,0.009777,-0.004800,-0.002074,0.001255,0.002998,0.000728,0.495046,-0.002631,0.684451,5.0000,146.1259,5.0000,194.7715,300.0000,292.7950,1.0000,17.0534,1.0000,18.0834,9.7781,31.8081
357,0.009172,-0.000597,-0.001815,0.001444,0.003093,-0.006357,0.495580,-0.002604,0.684062,5.0000,146.6648,5.0000,194.7489,300.0000,292.9775,1.0000,17.0103,1.0000,18.0861,9.7834,31.8378
358,0.009277,-0.003584,-0.002206,0.001047,0.002833,0.001150,0.496113,-0.002577,0.683674,5.0000,147.1728,5.0000,194.7542,300.0000,293.1637,1.0000,16.9657,1.0000,18.0964,9.7973,31.8619
359,0.010551,-0.001733,-0.001100,0.001104,0.003484,-0.003633,0.496644,-0.002551,0.683286,5.0000,147.6735,5.0000,194.7498,300.0000,293.3432,1.0000,16.9212,1.0000,18.1055,9.8088,31.8862
