Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
36,-0.550613,-0.189852,1.278828,0.025858,-0.048811,-0.000721,0.856785
37,-0.448225,-0.152526,1.092226,0.020230,-0.036366,-0.000734,0.858227
38,-0.353515,-0.116817,0.914156,0.014783,-0.024970,-0.000744,0.859625
39,-0.266731,-0.083004,0.745609,0.009571,-0.014642,-0.000750,0.860983
40,-0.188056,-0.051320,0.587521,0.004640,-0.005394,-0.000752,0.862308
41,-0.117461,-0.021844,0.440458,0.000004,0.002787,-0.000751,0.863605
42,-0.054736,0.005298,0.304787,-0.004308,0.009946,-0.000747,0.864878
43,0.000327,0.030058,0.180851,-0.008283,0.016120,-0.000739,0.866132
44,0.048167,0.052480,0.068547,-0.011924,0.021382,-0.000728,0.867370
45,0.089115,0.072517,-0.032020,-0.015216,0.025786,-0.000714,0.868595
46,0.123683,0.090283,-0.121145,-0.018174,0.029410,-0.000697,0.869812
47,0.152393,0.105864,-0.199123,-0.020810,0.032336,-0.000678,0.871021
48,0.175754,0.119341,-0.266397,-0.023131,0.034636,-0.000657,0.872226
49,0.194277,0.130826,-0.323340,-0.025149,0.036390,-0.000635,0.873427
50,0.208513,0.140446,-0.370579,-0.026884,0.037674,-0.000611,0.874627
51,0.218975,0.148402,-0.408743,-0.028369,0.038558,-0.000586,0.875826
52,0.226143,0.154719,-0.438380,-0.029598,0.039110,-0.000560,0.877026
53,0.230499,0.159643,-0.460198,-0.030613,0.039396,-0.000534,0.878226
54,0.232480,0.163235,-0.474840,-0.031419,0.039473,-0.000508,0.879428
55,0.232501,0.165716,-0.482993,-0.032054,0.039395,-0.000481,0.880630
56,0.230937,0.167172,-0.485369,-0.032526,0.039206,-0.000454,0.881835
57,0.228072,0.167713,-0.482475,-0.032853,0.038941,-0.000428,0.883041
58,0.224295,0.167467,-0.475119,-0.033050,0.038647,-0.000402,0.884247
59,0.219847,0.166611,-0.463883,-0.033150,0.038351,-0.000377,0.885455
60,0.214915,0.165217,-0.449270,-0.033164,0.038068,-0.000352,0.886662
61,0.209775,0.163357,-0.431940,-0.033097,0.037831,-0.000328,0.887868
62,0.204577,0.161123,-0.412438,-0.032962,0.037649,-0.000305,0.889073
63,0.199480,0.158625,-0.391231,-0.032781,0.037539,-0.000283,0.890277
64,0.194551,0.155938,-0.368705,-0.032564,0.037497,-0.000261,0.891477
65,0.189948,0.153092,-0.345397,-0.032312,0.037538,-0.000240,0.892674
66,0.185690,0.150161,-0.321500,-0.032040,0.037660,-0.000221,0.893868
67,0.181895,0.147232,-0.297589,-0.031760,0.037867,-0.000202,0.895056
68,0.178535,0.144287,-0.273791,-0.031467,0.038148,-0.000184,0.896238
69,0.175685,0.141379,-0.250525,-0.031170,0.038506,-0.000166,0.897415
70,0.173283,0.138578,-0.227813,-0.030884,0.038926,-0.000150,0.898584
71,0.171414,0.135852,-0.206061,-0.030598,0.039415,-0.000134,0.899746
72,0.170015,0.133256,-0.185305,-0.030324,0.039958,-0.000119,0.900900
73,0.169058,0.130776,-0.165668,-0.030057,0.040546,-0.000105,0.902046
74,0.168532,0.128450,-0.147306,-0.029806,0.041172,-0.000091,0.903182
75,0.168395,0.126268,-0.130267,-0.029569,0.041827,-0.000078,0.904309
76,0.168639,0.124231,-0.114651,-0.029344,0.042507,-0.000065,0.905425
77,0.169172,0.122337,-0.100363,-0.029133,0.043196,-0.000054,0.906532
78,0.170011,0.120602,-0.087610,-0.028938,0.043892,-0.000042,0.907628
79,0.171053,0.119004,-0.076062,-0.028757,0.044583,-0.000031,0.908712
80,0.172304,0.117500,-0.065916,-0.028579,0.045268,-0.000021,0.909786
81,0.173754,0.116181,-0.057153,-0.028426,0.045946,-0.000011,0.910849
82,0.175320,0.114942,-0.049740,-0.028275,0.046599,-0.000001,0.911900
83,0.176976,0.113821,-0.043505,-0.028135,0.047229,0.000008,0.912939
84,0.178686,0.112821,-0.038436,-0.028008,0.047829,0.000017,0.913967
85,0.180429,0.111891,-0.034483,-0.027884,0.048397,0.000025,0.914983
86,0.182158,0.111041,-0.031430,-0.027766,0.048929,0.000033,0.915987
87,0.183876,0.110249,-0.029345,-0.027650,0.049426,0.000041,0.916979
88,0.185559,0.109536,-0.028136,-0.027542,0.049886,0.000049,0.917961
89,0.187164,0.108851,-0.027569,-0.027432,0.050306,0.000056,0.918930
90,0.188681,0.108233,-0.027809,-0.027327,0.050679,0.000063,0.919887
91,0.190137,0.107637,-0.028594,-0.027221,0.051022,0.000070,0.920833
92,0.191466,0.107054,-0.029849,-0.027111,0.051320,0.000076,0.921768
93,0.192687,0.106513,-0.031548,-0.027005,0.051580,0.000082,0.922692
94,0.193800,0.105966,-0.033598,-0.026892,0.051804,0.000088,0.923604
95,0.194785,0.105430,-0.035995,-0.026779,0.051988,0.000094,0.924505
96,0.195645,0.104887,-0.038508,-0.026660,0.052140,0.000099,0.925396
97,0.196390,0.104350,-0.041286,-0.026539,0.052258,0.000105,0.926275
98,0.197024,0.103813,-0.044207,-0.026415,0.052347,0.000110,0.927145
99,0.197520,0.103259,-0.047129,-0.026286,0.052404,0.000114,0.928003
100,0.197929,0.102689,-0.050144,-0.026152,0.052439,0.000119,0.928851
101,0.198205,0.102084,-0.053076,-0.026008,0.052444,0.000123,0.929690
102,0.198381,0.101475,-0.056005,-0.025862,0.052428,0.000128,0.930517
103,0.198471,0.100856,-0.058834,-0.025714,0.052394,0.000132,0.931336
104,0.198456,0.100186,-0.061498,-0.025553,0.052340,0.000135,0.932144
105,0.198367,0.099516,-0.064104,-0.025392,0.052271,0.000139,0.932943
106,0.198190,0.098829,-0.066491,-0.025228,0.052186,0.000142,0.933733
107,0.197957,0.098130,-0.068670,-0.025062,0.052095,0.000146,0.934513
108,0.197635,0.097374,-0.070754,-0.024882,0.051983,0.000149,0.935283
109,0.197274,0.096628,-0.072720,-0.024704,0.051867,0.000151,0.936046
110,0.196850,0.095853,-0.074370,-0.024521,0.051743,0.000154,0.936798
111,0.196383,0.095055,-0.075926,-0.024332,0.051611,0.000157,0.937543
112,0.195885,0.094234,-0.077220,-0.024138,0.051478,0.000159,0.938278
113,0.195333,0.093402,-0.078360,-0.023942,0.051334,0.000161,0.939005
114,0.194759,0.092580,-0.079388,-0.023749,0.051189,0.000163,0.939723
115,0.194147,0.091718,-0.080159,-0.023547,0.051039,0.000165,0.940433
116,0.193509,0.090841,-0.080825,-0.023341,0.050885,0.000167,0.941135
