Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_x,EE_y,EE_z,Kp_x,Kp_y,Kp_z,Kp_rx,Kp_ry,Kp_rz,Kd_x,Kd_y,Kd_z,Kd_rx,Kd_ry,Kd_rz
15,-1.938060,3.480752,-1.174022,-2.133406,-0.833475,0.267577,0.423574,-0.003143,0.727946,5.0000,127.5102,5.0000,77.6493,89.7786,68.6419,1.0000,21.4367,1.0000,43.8749,57.0082,26.1155
16,1.191262,-2.075569,0.811090,1.685290,0.608720,-0.242290,0.424305,-0.003267,0.727650,5.0000,129.1892,5.0000,87.8000,91.8726,89.6829,1.0000,21.3026,1.0000,41.4119,54.4757,25.6170
17,-0.986504,1.614517,-0.733730,-1.534670,-0.545643,0.233326,0.425081,-0.003147,0.727292,5.0000,129.0727,5.0000,94.5832,94.0405,109.1173,1.0000,21.3894,1.0000,39.6063,51.8964,25.5499
18,0.626890,-1.010547,0.527818,1.340855,0.438265,-0.222090,0.425789,-0.003262,0.727001,5.0000,130.2585,5.0000,105.6732,96.9300,130.5231,1.0000,21.3793,2.4558,37.8340,48.6081,25.6638
19,-0.428056,0.855402,-0.403127,-1.275086,-0.373809,0.216212,0.426525,-0.003210,0.726658,5.0000,129.7743,5.0000,113.3584,99.7903,149.2580,1.0000,21.7248,4.1055,36.7720,45.8650,25.8876
20,0.254551,-0.475643,0.322012,1.180538,0.328899,-0.213493,0.427196,-0.003418,0.726385,5.0000,129.7937,5.0000,124.5663,103.5491,168.3940,1.0000,21.8314,5.3710,35.5975,42.7398,25.9912
21,-0.162094,0.295290,-0.283856,-1.104887,-0.295633,0.207318,0.427920,-0.003360,0.726051,5.0000,127.5695,5.0000,131.4779,107.1822,184.0175,1.0000,22.1963,6.7843,34.9213,40.3132,25.9777
22,0.005649,-0.180781,0.161439,1.080271,0.253197,-0.206612,0.428592,-0.003508,0.725772,5.0000,126.1204,5.0000,141.3050,112.0795,199.0954,1.0000,22.1527,7.7606,33.9083,37.6200,25.8305
23,0.523758,-1.663314,-0.193686,-0.441142,-0.073042,0.156370,0.429300,-0.003463,0.725439,5.0000,122.8111,5.0000,146.2814,116.8025,210.3472,1.0000,22.3660,8.8650,33.2542,35.7325,25.6700
24,-0.067650,0.168562,0.186487,0.975890,0.231109,-0.201356,0.429943,-0.003704,0.725167,5.0000,119.7841,5.0000,153.3898,123.0690,220.9341,1.0000,22.1576,9.5230,32.1358,33.4635,25.4992
25,0.400034,-1.066453,-0.125782,-0.654300,-0.118766,0.175002,0.430652,-0.003644,0.724836,5.0000,115.3452,5.0000,156.0075,129.2336,228.5988,1.0000,22.3220,10.3672,31.3136,31.9305,25.4687
26,-0.152459,0.420643,0.157522,0.884609,0.202257,-0.194904,0.431314,-0.003796,0.724552,5.0000,112.5524,5.0000,161.9377,137.1605,236.1831,1.0000,22.1653,10.7558,30.1538,30.0605,25.5346
27,0.654408,-2.026816,-0.154307,-0.316167,-0.029142,0.146809,0.432017,-0.003741,0.724213,5.0000,109.1658,5.0000,164.0673,144.5986,241.0620,1.0000,22.4299,11.3362,29.4046,29.0283,25.7347
28,-0.252058,0.713746,0.136583,0.795634,0.172004,-0.190145,0.432661,-0.003963,0.723931,5.0000,106.8681,5.0000,168.9059,153.1763,245.5891,1.0000,22.3553,11.4809,28.3873,27.5747,25.8879
29,0.542605,-1.532017,-0.102645,-0.500429,-0.071606,0.164135,0.433372,-0.003889,0.723585,5.0000,103.7421,5.0000,169.7800,160.8498,247.7485,1.0000,22.6541,11.8440,27.7526,26.8527,26.0547
30,-0.305648,0.884832,0.120248,0.735050,0.153750,-0.185883,0.434034,-0.004049,0.723282,5.0000,102.1559,5.0000,174.2432,169.8140,250.1432,1.0000,22.5179,11.7732,26.8858,25.6810,26.1181
31,0.669167,-2.060768,-0.131527,-0.314048,-0.025633,0.148236,0.434746,-0.003983,0.722920,5.0000,100.0231,5.0000,174.9580,177.7892,250.8038,1.0000,22.7383,11.9611,26.4033,25.2180,26.2324
32,-0.352993,1.037271,0.110013,0.685370,0.138128,-0.182701,0.435408,-0.004172,0.722607,5.0000,98.9902,5.0000,178.4080,186.6115,251.9281,1.0000,22.5715,11.7636,25.6587,24.2123,26.2861
33,0.692948,-2.164622,-0.133892,-0.278503,-0.016866,0.145438,0.436128,-0.004106,0.722230,5.0000,97.2660,5.0000,178.0707,194.2641,251.8704,1.0000,22.7609,11.8460,25.2389,23.8353,26.4301
34,-0.405363,1.168839,0.091848,0.644847,0.121775,-0.180258,0.436796,-0.004302,0.721900,5.0000,96.6697,5.0000,180.4703,202.5772,252.4849,1.0000,22.5933,11.5661,24.5662,22.8931,26.5482
35,0.539998,-1.461857,-0.062701,-0.534262,-0.074717,0.168859,0.437533,-0.004197,0.721510,5.0000,95.3357,5.0000,179.5231,209.5750,252.2016,1.0000,22.7570,11.5543,24.2082,22.5409,26.7282
36,-0.425284,1.241922,0.079525,0.612266,0.113015,-0.177171,0.438223,-0.004312,0.721158,5.0000,95.5663,5.0000,182.9347,217.7641,253.0886,1.0000,22.4917,11.1690,23.6453,21.6849,26.8244
37,0.093376,-0.355315,-0.029423,0.018155,0.007121,0.010888,0.438964,-0.004190,0.720757,5.0000,95.3585,5.0000,183.1926,224.9143,253.3521,1.0000,22.5916,11.0948,23.4224,21.4602,27.0276
38,-0.453382,1.269445,0.057371,0.599788,0.104157,-0.175734,0.439677,-0.004201,0.720382,5.0000,95.9886,5.0000,182.1039,230.7151,252.7806,1.0000,22.6537,10.7987,22.9386,20.7142,27.3535
39,-0.442863,1.234657,0.046171,0.596060,0.104852,-0.173867,0.440434,-0.004007,0.719977,5.0000,95.5079,5.0000,178.2333,234.2193,250.8146,1.0000,22.8714,10.6533,22.6942,20.5788,27.5560
40,-0.476810,1.331360,0.054809,0.577303,0.098113,-0.173903,0.441174,-0.003862,0.719568,5.0000,94.0549,5.0000,173.4294,234.5520,247.1347,1.0000,23.1106,10.5572,22.7601,21.2678,27.3923
41,-0.440813,1.301613,0.082990,0.587164,0.108894,-0.174334,0.441904,-0.003776,0.719161,5.0000,91.7021,5.0000,168.8484,231.8337,241.7729,1.0000,23.1619,10.3551,23.1016,22.5119,26.8843
42,-0.394493,1.228212,0.107455,0.609266,0.122412,-0.175235,0.442638,-0.003707,0.718748,5.0000,89.0102,5.0000,164.9387,227.0469,235.2899,1.0000,22.9405,10.0079,23.6614,24.0087,26.2888
43,-0.340902,1.139104,0.133749,0.636284,0.137993,-0.176387,0.443376,-0.003650,0.718327,5.0000,86.5219,5.0000,161.6660,221.1890,228.5143,1.0000,22.5292,9.5789,24.3508,25.5375,25.8508
44,-0.286940,1.040393,0.156937,0.665619,0.153506,-0.177575,0.444121,-0.003597,0.717899,5.0000,84.5630,5.0000,158.8666,214.9467,222.2328,1.0000,22.0905,9.1814,25.0607,26.9654,25.6795
45,-0.231889,0.936310,0.177901,0.695078,0.169017,-0.178611,0.444875,-0.003534,0.717465,5.0000,83.2689,5.0000,156.4314,208.6937,216.9643,1.0000,21.7698,8.9219,25.6980,28.2304,25.7432
46,-0.177572,0.830719,0.196567,0.722972,0.183953,-0.179358,0.445639,-0.003442,0.717024,5.0000,82.6492,5.0000,154.3237,202.5999,212.8377,1.0000,21.6329,8.8579,26.2101,29.3297,25.9292
47,-0.137006,0.795212,0.224045,0.735700,0.196166,-0.180027,0.446400,-0.003369,0.716581,5.0000,82.6457,5.0000,152.5181,196.7100,209.6481,1.0000,21.6681,8.9853,26.5958,30.2979,26.1159
48,-0.111827,0.788155,0.246132,0.742081,0.204177,-0.180608,0.447151,-0.003346,0.716142,5.0000,82.9461,5.0000,150.8553,190.9605,207.0479,1.0000,21.8120,9.2551,26.8800,31.1435,26.2069
49,-0.090481,0.790455,0.267073,0.744543,0.210692,-0.180883,0.447894,-0.003367,0.715705,5.0000,83.2079,5.0000,149.1684,185.3087,204.7769,1.0000,21.9892,9.6026,27.0950,31.8483,26.1664
50,-0.064600,0.782147,0.285790,0.748728,0.218052,-0.181089,0.448633,-0.003412,0.715269,5.0000,83.2611,5.0000,147.4097,179.7878,202.7356,1.0000,22.1433,9.9677,27.2762,32.3963,26.0233
51,-0.050567,0.761235,0.291484,0.755592,0.221810,-0.181267,0.449371,-0.003467,0.714832,5.0000,83.1223,5.0000,145.6518,174.4734,200.9358,1.0000,22.2520,10.3061,27.4561,32.7924,25.8427
52,-0.044156,0.738281,0.289427,0.762583,0.223278,-0.181387,0.450107,-0.003524,0.714395,5.0000,82.9177,5.0000,144.0283,169.4307,199.4200,1.0000,22.3231,10.5936,27.6586,33.0650,25.6874
53,-0.041528,0.708225,0.284441,0.771689,0.223734,-0.181591,0.450841,-0.003579,0.713958,5.0000,82.7670,5.0000,142.6421,164.6826,198.1891,1.0000,22.3790,10.8243,27.8932,33.2544,25.5903
54,-0.038806,0.679213,0.279711,0.780744,0.224272,-0.181823,0.451571,-0.003635,0.713522,5.0000,82.7307,5.0000,141.5205,160.2188,197.1857,1.0000,22.4395,11.0054,28.1545,33.3999,25.5504
55,-0.038345,0.644179,0.273546,0.791760,0.224249,-0.182152,0.452298,-0.003692,0.713088,5.0000,82.7947,5.0000,140.6172,156.0101,196.3207,1.0000,22.5142,11.1507,28.4256,33.5291,25.5424
56,-0.037049,0.607586,0.267228,0.803193,0.224433,-0.182498,0.453020,-0.003748,0.712654,5.0000,82.9116,5.0000,139.8520,152.0286,195.5108,1.0000,22.6021,11.2748,28.6861,33.6562,25.5362
57,-0.036635,0.574751,0.261933,0.813275,0.224344,-0.182764,0.453739,-0.003803,0.712222,5.0000,83.0363,5.0000,139.1488,148.2559,194.7004,1.0000,22.6962,11.3885,28.9198,33.7858,25.5106
58,-0.034821,0.549517,0.257350,0.820815,0.224555,-0.182892,0.454453,-0.003855,0.711790,5.0000,83.1443,5.0000,138.4568,144.6823,193.8654,1.0000,22.7889,11.4970,29.1189,33.9178,25.4600
59,-0.033174,0.526311,0.253762,0.827496,0.224695,-0.182958,0.455163,-0.003902,0.711360,5.0000,83.2272,5.0000,137.7507,141.3008,193.0039,1.0000,22.8752,11.6008,29.2845,34.0502,25.3907
60,-0.033151,0.501716,0.249440,0.834661,0.224412,-0.183052,0.455869,-0.003943,0.710931,5.0000,83.2986,5.0000,137.0305,138.1063,192.1254,1.0000,22.9538,11.6976,29.4242,34.1829,25.3160
61,-0.030783,0.489676,0.248340,0.837741,0.224678,-0.182939,0.456572,-0.003981,0.710503,5.0000,83.3687,5.0000,136.3051,135.0889,191.2396,1.0000,23.0255,11.7844,29.5481,34.3154,25.2473
62,-0.029723,0.469859,0.245263,0.843368,0.224651,-0.182959,0.457270,-0.004015,0.710076,5.0000,83.4544,5.0000,135.5874,132.2392,190.3515,1.0000,23.0922,11.8594,29.6654,34.4491,25.1922
63,-0.029109,0.458434,0.243167,0.846465,0.224468,-0.182869,0.457964,-0.004047,0.709650,5.0000,83.5645,5.0000,134.8845,129.5451,189.4584,1.0000,23.1552,11.9217,29.7823,34.5856,25.1520
64,-0.027750,0.438093,0.240385,0.852421,0.224548,-0.182925,0.458653,-0.004076,0.709226,5.0000,83.6934,5.0000,134.1960,126.9930,188.5577,1.0000,23.2147,11.9721,29.9010,34.7236,25.1228
65,-0.027580,0.421495,0.237950,0.857188,0.224287,-0.182922,0.459339,-0.004103,0.708803,5.0000,83.8387,5.0000,133.5214,124.5736,187.6534,1.0000,23.2701,12.0127,30.0208,34.8609,25.0997
66,-0.025964,0.409720,0.236376,0.860338,0.224362,-0.182834,0.460021,-0.004128,0.708380,5.0000,83.9984,5.0000,132.8610,122.2802,186.7546,1.0000,23.3210,12.0454,30.1395,34.9949,25.0788
67,-0.023862,0.389830,0.233432,0.866179,0.224623,-0.182893,0.460698,-0.004151,0.707960,5.0000,84.1786,5.0000,132.2180,120.1093,185.8725,1.0000,23.3672,12.0718,30.2552,35.1244,25.0587
68,-0.022897,0.375871,0.231533,0.870037,0.224549,-0.182843,0.461372,-0.004171,0.707540,5.0000,84.3785,5.0000,131.5938,118.0563,185.0185,1.0000,23.4090,12.0930,30.3663,35.2475,25.0391
69,-0.022295,0.359890,0.229347,0.874624,0.224370,-0.182839,0.462042,-0.004189,0.707122,5.0000,84.6005,5.0000,130.9918,116.1184,184.2042,1.0000,23.4468,12.1096,30.4718,35.3633,25.0213
70,-0.021531,0.343344,0.227242,0.879335,0.224254,-0.182837,0.462709,-0.004206,0.706704,5.0000,84.8397,5.0000,130.4134,114.2917,183.4393,1.0000,23.4814,12.1223,30.5711,35.4698,25.0056
71,-0.020843,0.334132,0.225935,0.881718,0.224068,-0.182722,0.463371,-0.004220,0.706288,5.0000,85.0992,5.0000,129.8634,112.5752,182.7312,1.0000,23.5132,12.1315,30.6641,35.5667,24.9932
72,-0.019137,0.325548,0.225183,0.883939,0.224158,-0.182605,0.464030,-0.004234,0.705873,5.0000,85.3812,5.0000,129.3449,110.9668,182.0820,1.0000,23.5427,12.1372,30.7513,35.6544,24.9845
73,-0.018956,0.312843,0.223320,0.887503,0.223838,-0.182558,0.464685,-0.004246,0.705459,5.0000,85.6851,5.0000,128.8589,109.4636,181.4899,1.0000,23.5697,12.1393,30.8333,35.7336,24.9792
74,-0.016951,0.302015,0.222117,0.890466,0.224005,-0.182483,0.465336,-0.004256,0.705047,5.0000,86.0026,5.0000,128.4033,108.0612,180.9536,1.0000,23.5941,12.1382,30.9102,35.8034,24.9762
75,-0.016661,0.293222,0.220875,0.892694,0.223686,-0.182363,0.465984,-0.004266,0.704635,5.0000,86.3314,5.0000,127.9783,106.7575,180.4738,1.0000,23.6157,12.1343,30.9817,35.8635,24.9747
76,-0.015627,0.286317,0.220488,0.894498,0.223586,-0.182242,0.466628,-0.004274,0.704225,5.0000,86.6740,5.0000,127.5853,105.5511,180.0492,1.0000,23.6345,12.1278,31.0482,35.9147,24.9750
77,-0.016224,0.279415,0.219857,0.896122,0.223004,-0.182094,0.467269,-0.004281,0.703816,5.0000,87.0229,5.0000,127.2224,104.4378,179.6801,1.0000,23.6507,12.1192,31.1093,35.9560,24.9764
78,-0.013856,0.271044,0.218967,0.898372,0.223259,-0.181998,0.467906,-0.004287,0.703408,5.0000,87.3796,5.0000,126.8908,103.4159,179.3671,1.0000,23.6644,12.1090,31.1651,35.9878,24.9791
79,-0.009678,0.265730,0.221161,0.899597,0.224007,-0.181853,0.468539,-0.004292,0.703002,5.0000,87.7432,5.0000,126.5898,102.4825,179.1086,1.0000,23.6761,12.0974,31.2157,36.0104,24.9833
80,-0.012140,0.260054,0.218279,0.900905,0.222862,-0.181695,0.469169,-0.004296,0.702597,5.0000,88.1121,5.0000,126.3179,101.6360,178.9016,1.0000,23.6856,12.0848,31.2612,36.0243,24.9891
81,-0.011707,0.255619,0.218250,0.901763,0.222549,-0.181518,0.469796,-0.004299,0.702193,5.0000,88.4857,5.0000,126.0760,100.8719,178.7460,1.0000,23.6936,12.0716,31.3018,36.0299,24.9965
82,-0.010190,0.254406,0.218575,0.901694,0.222489,-0.181307,0.470419,-0.004301,0.701790,5.0000,88.8685,5.0000,125.8638,100.1872,178.6358,1.0000,23.7001,12.0574,31.3378,36.0289,25.0055
83,-0.010221,0.248044,0.217875,0.903256,0.222065,-0.181176,0.471038,-0.004302,0.701389,5.0000,89.2530,5.0000,125.6766,99.5762,178.5658,1.0000,23.7051,12.0425,31.3695,36.0213,25.0154
84,-0.009694,0.251613,0.219252,0.901504,0.221686,-0.180870,0.471654,-0.004301,0.700990,5.0000,89.6384,5.0000,125.5125,99.0359,178.5328,1.0000,23.7083,12.0269,31.3969,36.0075,25.0262
85,-0.008308,0.247807,0.219015,0.902215,0.221617,-0.180699,0.472267,-0.004299,0.700591,5.0000,90.0272,5.0000,125.3702,98.5639,178.5331,1.0000,23.7098,12.0106,31.4205,35.9887,25.0382
86,-0.007228,0.251683,0.220551,0.900409,0.221388,-0.180397,0.472877,-0.004296,0.700194,5.0000,90.4188,5.0000,125.2477,98.1566,178.5625,1.0000,23.7097,11.9935,31.4405,35.9657,25.0514
87,-0.007926,0.244442,0.219122,0.902255,0.220756,-0.180285,0.473483,-0.004292,0.699798,5.0000,90.8142,5.0000,125.1429,97.8104,178.6167,1.0000,23.7082,11.9755,31.4576,35.9397,25.0660
88,-0.005734,0.239661,0.219037,0.903256,0.220901,-0.180131,0.474085,-0.004287,0.699404,5.0000,91.2058,5.0000,125.0521,97.5203,178.6938,1.0000,23.7051,11.9568,31.4716,35.9098,25.0813
89,-0.005376,0.246210,0.220701,0.900596,0.220459,-0.179792,0.474685,-0.004281,0.699011,5.0000,91.6005,5.0000,124.9766,97.2852,178.7924,1.0000,23.7005,11.9374,31.4828,35.8773,25.0978
90,-0.004421,0.236669,0.219559,0.903150,0.220281,-0.179718,0.475281,-0.004274,0.698618,5.0000,91.9982,5.0000,124.9153,97.1017,178.9102,1.0000,23.6947,11.9173,31.4916,35.8426,25.1155
91,-0.003654,0.245881,0.221883,0.899605,0.219929,-0.179336,0.475874,-0.004265,0.698228,5.0000,92.3975,5.0000,124.8662,96.9660,179.0448,1.0000,23.6877,11.8965,31.4982,35.8059,25.1341
92,-0.003498,0.242879,0.221829,0.900017,0.219499,-0.179152,0.476464,-0.004256,0.697839,5.0000,92.7996,5.0000,124.8288,96.8760,179.1950,1.0000,23.6795,11.8750,31.5027,35.7676,25.1537
93,-0.002888,0.245387,0.222778,0.898654,0.219138,-0.178883,0.477052,-0.004245,0.697450,5.0000,93.2048,5.0000,124.8018,96.8289,179.3588,1.0000,23.6701,11.8527,31.5054,35.7280,25.1742
94,-0.001825,0.244472,0.223279,0.898401,0.218930,-0.178674,0.477635,-0.004233,0.697064,5.0000,93.6132,5.0000,124.7839,96.8222,179.5347,1.0000,23.6594,11.8297,31.5065,35.6874,25.1955
95,-0.001141,0.245089,0.223896,0.897637,0.218610,-0.178436,0.478216,-0.004220,0.696678,5.0000,94.0231,5.0000,124.7740,96.8534,179.7223,1.0000,23.6476,11.8059,31.5059,35.6455,25.2176
96,0.000557,0.249354,0.225459,0.895702,0.218528,-0.178145,0.478794,-0.004207,0.696294,5.0000,94.4374,5.0000,124.7721,96.9212,179.9209,1.0000,23.6346,11.7812,31.5040,35.6029,25.2405
97,0.000475,0.247593,0.225535,0.895694,0.218035,-0.177945,0.479369,-0.004192,0.695911,5.0000,94.8577,5.0000,124.7777,97.0241,180.1286,1.0000,23.6205,11.7556,31.5011,35.5601,25.2645
98,0.001222,0.249746,0.226489,0.894430,0.217711,-0.177688,0.479941,-0.004176,0.695530,5.0000,95.2840,5.0000,124.7899,97.1599,180.3439,1.0000,23.6052,11.7288,31.4973,35.5175,25.2895
99,0.002487,0.255669,0.227782,0.891998,0.217517,-0.177379,0.480510,-0.004159,0.695149,5.0000,95.7152,5.0000,124.8074,97.3266,180.5658,1.0000,23.5887,11.7008,31.4928,35.4752,25.3152
100,0.001044,0.251955,0.227408,0.892607,0.216632,-0.177210,0.481076,-0.004141,0.694769,5.0000,96.1484,5.0000,124.8293,97.5224,180.7952,1.0000,23.5710,11.6718,31.4873,35.4324,25.3414
101,0.003944,0.256596,0.228863,0.890611,0.216887,-0.176930,0.481640,-0.004123,0.694390,5.0000,96.5826,5.0000,124.8555,97.7463,181.0341,1.0000,23.5521,11.6421,31.4807,35.3884,25.3679
102,0.005769,0.256299,0.229517,0.890117,0.216872,-0.176715,0.482201,-0.004103,0.694013,5.0000,97.0184,5.0000,124.8876,97.9982,181.2854,1.0000,23.5321,11.6119,31.4727,35.3426,25.3948
103,0.004600,0.260749,0.230569,0.888073,0.216027,-0.176418,0.482759,-0.004083,0.693637,5.0000,97.4618,5.0000,124.9278,98.2788,181.5495,1.0000,23.5111,11.5810,31.4638,35.2958,25.4227
104,0.005944,0.257178,0.230344,0.888718,0.215927,-0.176269,0.483314,-0.004062,0.693262,5.0000,97.9142,5.0000,124.9758,98.5870,181.8243,1.0000,23.4894,11.5493,31.4542,35.2485,25.4515
105,0.006159,0.262009,0.231670,0.886598,0.215428,-0.175975,0.483868,-0.004041,0.692887,5.0000,98.3726,5.0000,125.0295,98.9203,182.1073,1.0000,23.4668,11.5167,31.4440,35.2010,25.4810
106,0.006734,0.268131,0.233349,0.884048,0.215061,-0.175663,0.484418,-0.004019,0.692513,5.0000,98.8339,5.0000,125.0861,99.2762,182.3969,1.0000,23.4435,11.4835,31.4332,35.1530,25.5107
107,0.007481,0.267496,0.233747,0.883686,0.214750,-0.175461,0.484966,-0.003996,0.692141,5.0000,99.3025,5.0000,125.1453,99.6544,182.6904,1.0000,23.4195,11.4493,31.4219,35.1058,25.5409
108,0.009018,0.267677,0.234071,0.883082,0.214653,-0.175251,0.485512,-0.003972,0.691769,5.0000,99.7735,5.0000,125.2041,100.0513,182.9849,1.0000,23.3949,11.4142,31.4103,35.0593,25.5713
109,0.009153,0.274859,0.235563,0.880174,0.214130,-0.174922,0.486055,-0.003948,0.691398,5.0000,100.2451,5.0000,125.2607,100.4645,183.2791,1.0000,23.3695,11.3782,31.3984,35.0134,25.6016
110,0.010068,0.275958,0.236292,0.879268,0.213875,-0.174698,0.486595,-0.003924,0.691028,5.0000,100.7196,5.0000,125.3152,100.8933,183.5712,1.0000,23.3434,11.3411,31.3865,34.9689,25.6324
111,0.010423,0.278907,0.237334,0.877703,0.213445,-0.174435,0.487133,-0.003898,0.690659,5.0000,101.1956,5.0000,125.3672,101.3356,183.8606,1.0000,23.3166,11.3028,31.3748,34.9256,25.6637
112,0.010087,0.275543,0.236896,0.878192,0.212873,-0.174276,0.487669,-0.003872,0.690291,5.0000,101.6770,5.0000,125.4171,101.7907,184.1451,1.0000,23.2892,11.2631,31.3636,34.8845,25.6957
113,0.011787,0.272580,0.236980,0.878631,0.212861,-0.174127,0.488203,-0.003845,0.689923,5.0000,102.1637,5.0000,125.4637,102.2564,184.4220,1.0000,23.2611,11.2216,31.3533,34.8460,25.7285
114,0.011412,0.277931,0.238512,0.876259,0.212217,-0.173823,0.488735,-0.003818,0.689555,5.0000,102.6511,5.0000,125.5056,102.7305,184.6917,1.0000,23.2322,11.1787,31.3435,34.8094,25.7615
115,0.013783,0.280777,0.239382,0.874808,0.212341,-0.173582,0.489264,-0.003790,0.689189,5.0000,103.1434,5.0000,125.5441,103.2131,184.9551,1.0000,23.2026,11.1344,31.3343,34.7751,25.7950
116,0.013729,0.277571,0.238897,0.875215,0.211848,-0.173420,0.489792,-0.003761,0.688823,5.0000,103.6390,5.0000,125.5789,103.7028,185.2128,1.0000,23.1724,11.0889,31.3255,34.7426,25.8287
117,0.014125,0.284419,0.240492,0.872468,0.211419,-0.173114,0.490317,-0.003733,0.688458,5.0000,104.1395,5.0000,125.6104,104.1993,185.4653,1.0000,23.1415,11.0422,31.3172,34.7121,25.8628
118,0.015772,0.282115,0.240714,0.872664,0.211388,-0.172954,0.490840,-0.003704,0.688093,5.0000,104.6430,5.0000,125.6383,104.7013,185.7138,1.0000,23.1099,10.9945,31.3092,34.6831,25.8970
119,0.016449,0.280165,0.240704,0.872688,0.211091,-0.172779,0.491361,-0.003674,0.687729,5.0000,105.1496,5.0000,125.6631,105.2088,185.9597,1.0000,23.0777,10.9458,31.3015,34.6552,25.9314
120,0.017375,0.286114,0.242446,0.870163,0.210806,-0.172481,0.491880,-0.003644,0.687366,5.0000,105.6608,5.0000,125.6857,105.7220,186.2038,1.0000,23.0451,10.8963,31.2941,34.6285,25.9660
121,0.018595,0.287306,0.242917,0.869256,0.210651,-0.172271,0.492397,-0.003614,0.687003,5.0000,106.1796,5.0000,125.7070,106.2412,186.4456,1.0000,23.0119,10.8458,31.2872,34.6035,26.0013
122,0.018063,0.284850,0.242652,0.869464,0.210038,-0.172107,0.492912,-0.003584,0.686641,5.0000,106.7012,5.0000,125.7257,106.7648,186.6852,1.0000,22.9782,10.7943,31.2808,34.5796,26.0367
123,0.018682,0.288414,0.243407,0.867732,0.209686,-0.171853,0.493426,-0.003554,0.686279,5.0000,107.2247,5.0000,125.7417,107.2928,186.9236,1.0000,22.9438,10.7420,31.2746,34.5564,26.0721
