Step,Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),EE_z
53,13256.500000,-71059.109375,-63143.546875,17264.640625,6904.914062,-8108.354004,-0.253720
54,73944.367188,21009.777344,-60661.425781,-1143.951416,17026.062500,881.752502,-0.201838
55,63234.707031,-15828.770508,-106122.617188,-7612.157227,22162.919922,-8621.994141,-0.452685
56,33079.648438,24992.851562,-20866.224609,6975.404785,-2024.143433,7253.562012,0.139520
57,115038.210938,64589.277344,179520.656250,15969.702148,-42300.648438,5908.604492,0.862782
58,-401591.781250,382932.468750,-102847.593750,-57830.195312,-35224.046875,60532.562500,-0.177130
59,-11518.216797,-58848.730469,-18554.556641,7531.732910,-352.755066,-7904.387695,-0.322825
60,29868.310547,54734.621094,-249000.890625,-33172.925781,42392.082031,2857.195068,0.308208
61,803327.750000,2400871.500000,475323.875000,160238.359375,-173036.531250,268046.718750,-0.411464
62,-10750.298828,6570.063477,-36841.656250,4386.123535,4092.215332,-504.577942,-0.114882
63,-145649.062500,112065.843750,-66524.437500,-24461.947266,-22691.919922,18589.482422,-0.789107
64,-462844.250000,89503.132812,95408.523438,2458.277100,-21482.017578,-17230.521484,-0.213379
65,14126.267578,19234.166016,15520.489258,17046.347656,132.374680,3711.878418,0.850535
66,-116818.257812,-220722.437500,-716541.312500,61904.617188,-153562.812500,31026.976562,0.167121
67,43103.867188,52066.972656,15346.481445,-1364.364258,4823.991211,-9754.741211,-0.388739
68,-156329.125000,145984.656250,89444.984375,-7401.650391,13547.300781,-45627.687500,-0.457392
69,1661728.250000,-867454.437500,1690218.125000,480074.937500,223215.937500,-359174.656250,-0.003698
70,-19022458.000000,-7174238.500000,1449612.750000,-771438.812500,1285100.000000,-577266.250000,0.258637
71,42660.980469,107072.421875,-104152.937500,754.356812,23689.488281,24733.296875,0.084760
72,353134.437500,-208790.750000,26544.357422,-31339.451172,-65263.316406,-96173.382812,-0.140203
73,28094.126953,-60090.402344,78766.304688,-6211.270996,-10158.911133,-8139.865723,0.285157
74,-18514.607422,-138606.406250,-174629.468750,48990.738281,-11157.907227,4834.590332,0.188412
75,-16463.681641,-3405.030518,434.505127,-1313.747559,-987.318481,2581.123779,-0.663233
76,17981.078125,-9035.885742,-4531.635254,1143.810547,4694.500488,-1457.389160,-0.127859
77,-51995.218750,28392.964844,-126721.960938,30040.291016,20657.632812,-7572.493652,-0.150628
78,-152210.000000,-28982.337891,243340.359375,-37391.078125,-23846.972656,-24788.175781,-0.216221
79,-1555010.500000,-963734.500000,-1689434.875000,-267356.062500,-286332.218750,408260.375000,-0.092870
80,248321.796875,-565154.750000,-2479036.500000,-189357.109375,474849.656250,-130156.851562,0.657536
81,-501415.468750,-927744.937500,226405.984375,-136936.937500,106360.906250,113899.468750,0.251209
82,-177779.250000,-60981.847656,-134336.625000,23978.947266,29844.478516,-44541.304688,-0.022067
83,423148.781250,-844251.250000,697850.312500,152506.125000,-126057.882812,-253231.656250,0.446007
84,-529526.687500,-260312.250000,112592.132812,-37725.972656,46154.300781,-116260.695312,-0.457494
85,-67517.312500,65138.746094,-28906.070312,-96.209351,-5601.859375,-5880.881836,-0.034358
86,89619.046875,87579.781250,65970.750000,-68.859055,-9014.083984,13439.638672,0.200216
87,-194026.671875,64986.792969,-194994.921875,-45087.285156,-35825.417969,30952.019531,-0.255847
88,105176.796875,953367.562500,-972568.625000,2189.130371,206796.812500,191355.437500,-0.066788
